dt,sunrise,sunset,moonrise,moonset,moon_phase,summary,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,clouds,pop,uvi,temp.day,temp.min,temp.max,temp.night,temp.eve,temp.morn,feels_like.day,feels_like.night,feels_like.eve,feels_like.morn,rain,lat,lon,city,weather.id,weather.main,weather.description,weather.icon,date,icon_score,daily_score,city_score,city_score_normalized
1772794800,1772777482,1772818600,1772831520,1772780940,0.6,Expect a day of partly cloudy with rain,1020,61,8.8,4.74,161,8.84,100,1.0,1.49,16.36,11.23,16.93,12.05,14.02,11.56,15.64,11.63,13.46,11.02,6.83,43.8374,4.3601,Nimes,501,Rain,moderate rain,10d,2026-03-06 11:00:00,1,-1,-1.1428571428571428,0.21875
1772881200,1772863777,1772905076,1772921940,1772868600,0.63,Expect a day of partly cloudy with rain,1024,85,10.58,5.11,140,12.65,100,1.0,0.5,13.18,11.71,13.99,11.71,11.98,12.04,12.77,11.29,11.51,11.49,5.34,43.8374,4.3601,Nimes,500,Rain,light rain,10d,2026-03-07 11:00:00,1,-1,-1.1428571428571428,0.21875
1772967600,1772950072,1772991551,0,1772956380,0.66,There will be rain today,1025,70,9.28,6.68,181,13.1,93,1.0,1.0,14.88,10.68,14.88,12.04,11.97,10.68,14.25,11.65,11.55,10.26,14.63,43.8374,4.3601,Nimes,501,Rain,moderate rain,10d,2026-03-08 11:00:00,1,-2,-1.1428571428571428,0.21875
1773054000,1773036366,1773078026,1773012360,1773044520,0.69,There will be rain today,1025,93,10.55,7.34,130,12.48,100,1.0,0.27,11.76,11.38,13.35,12.21,11.73,11.46,11.42,11.78,11.36,11.17,19.99,43.8374,4.3601,Nimes,501,Rain,moderate rain,10d,2026-03-09 11:00:00,1,-3,-1.1428571428571428,0.21875
1773140400,1773122659,1773164501,1773102660,1773132960,0.72,Expect a day of partly cloudy with rain,1025,70,9.62,7.35,145,13.06,100,1.0,1.0,15.0,9.67,15.34,11.91,12.74,9.67,14.38,11.19,12.03,8.41,0.99,43.8374,4.3601,Nimes,500,Rain,light rain,10d,2026-03-10 11:00:00,1,-1,-1.1428571428571428,0.21875
1773226800,1773208952,1773250976,1773192660,1773221940,0.75,Expect a day of partly cloudy with rain,1027,57,8.63,5.48,173,5.84,51,0.57,1.0,17.24,9.05,17.24,10.98,12.29,9.05,16.51,10.46,11.74,7.85,0.27,43.8374,4.3601,Nimes,500,Rain,light rain,10d,2026-03-11 11:00:00,1,0,-1.1428571428571428,0.21875
1772708400,1772691153,1772732125,1772741040,1772693460,0.57,Expect a day of partly cloudy with rain,1019,62,7.98,10.3,136,15.85,100,0.3,2.12,15.32,12.05,15.86,13.82,15.0,12.06,14.53,13.19,14.28,11.33,0.15,43.4516,4.4277,Saintes Maries de la mer,500,Rain,light rain,10d,2026-03-05 11:00:00,1,-1,-1.8571428571428572,0.06249999999999997
1772794800,1772777450,1772818600,1772831460,1772781000,0.6,Expect a day of partly cloudy with rain,1019,72,9.81,10.32,117,16.29,100,1.0,1.73,14.73,12.02,14.79,12.39,13.59,12.92,14.14,12.11,13.2,12.49,10.35,43.4516,4.4277,Saintes Maries de la mer,501,Rain,moderate rain,10d,2026-03-06 11:00:00,1,-3,-1.8571428571428572,0.06249999999999997
1772881200,1772863746,1772905074,1772921880,1772868600,0.63,Expect a day of partly cloudy with rain,1023,92,11.19,10.61,120,15.14,100,1.0,0.42,12.51,12.22,12.99,12.99,12.91,12.47,12.22,12.62,12.55,12.15,12.82,43.4516,4.4277,Saintes Maries de la mer,501,Rain,moderate rain,10d,2026-03-07 11:00:00,1,-3,-1.8571428571428572,0.06249999999999997
1772967600,1772950042,1772991548,0,1772956440,0.66,There will be rain today,1025,84,10.77,10.56,132,13.97,86,1.0,2.77,13.36,12.64,13.36,13.26,12.82,12.94,12.94,12.91,12.53,12.54,18.92,43.4516,4.4277,Saintes Maries de la mer,501,Rain,moderate rain,10d,2026-03-08 11:00:00,1,-3,-1.8571428571428572,0.06249999999999997
1773054000,1773036337,1773078022,1773012240,1773044580,0.69,There will be rain today,1025,90,11.18,10.05,130,14.55,100,1.0,2.7,12.8,12.29,13.25,13.25,13.05,12.45,12.49,12.9,12.73,12.15,17.89,43.4516,4.4277,Saintes Maries de la mer,501,Rain,moderate rain,10d,2026-03-09 11:00:00,1,-3,-1.8571428571428572,0.06249999999999997
1773140400,1773122632,1773164496,1773102540,1773133080,0.72,"There will be rain until morning, then partly cloudy",1025,81,10.77,11.46,122,15.46,100,1.0,3.0,13.88,12.84,13.88,13.62,13.59,12.84,13.44,13.2,13.15,12.32,0.69,43.4516,4.4277,Saintes Maries de la mer,500,Rain,light rain,10d,2026-03-10 11:00:00,1,-1,-1.8571428571428572,0.06249999999999997
1773226800,1773208926,1773250969,1773192540,1773222060,0.75,There will be partly cloudy today,1027,80,10.86,7.81,127,11.49,69,0.04,3.0,14.17,12.21,14.17,12.67,12.94,12.21,13.73,12.26,12.59,11.71,,43.4516,4.4277,Saintes Maries de la mer,803,Clouds,broken clouds,04d,2026-03-11 11:00:00,2,1,-1.8571428571428572,0.06249999999999997
1772708400,1772691215,1772732177,1772741100,1772693520,0.57,Expect a day of partly cloudy with rain,1019,60,7.38,9.27,138,15.37,100,0.7,2.21,15.49,8.81,15.64,13.01,14.2,8.95,14.66,12.51,13.63,7.08,0.87,43.5662,4.1915,Aigues Mortes,500,Rain,light rain,10d,2026-03-05 11:00:00,1,-1,-2.142857142857143,0.0
1772794800,1772777512,1772818652,1772831520,1772781000,0.6,Expect a day of partly cloudy with rain,1019,74,9.98,8.14,118,12.58,100,1.0,1.49,14.66,11.87,14.66,12.15,13.74,11.87,14.11,11.85,13.31,11.46,12.3,43.5662,4.1915,Aigues Mortes,501,Rain,moderate rain,10d,2026-03-06 11:00:00,1,-3,-2.142857142857143,0.0
1772881200,1772863807,1772905127,1772921940,1772868660,0.63,There will be rain today,1023,91,11.15,9.52,116,13.79,100,1.0,0.5,12.56,11.9,12.85,12.77,12.69,12.15,12.25,12.4,12.39,11.85,17.96,43.5662,4.1915,Aigues Mortes,501,Rain,moderate rain,10d,2026-03-07 11:00:00,1,-3,-2.142857142857143,0.0
1772967600,1772950103,1772991601,0,1772956500,0.66,There will be rain today,1025,84,10.72,9.41,124,12.95,87,1.0,1.0,13.31,12.36,13.48,13.09,12.87,12.72,12.89,12.75,12.56,12.32,27.66,43.5662,4.1915,Aigues Mortes,501,Rain,moderate rain,10d,2026-03-08 11:00:00,1,-3,-2.142857142857143,0.0
1773054000,1773036397,1773078075,1773012300,1773044580,0.69,There will be rain today,1024,90,11.29,9.95,135,14.7,100,1.0,0.27,12.92,12.44,13.1,13.1,12.67,12.93,12.62,12.71,12.42,12.55,18.06,43.5662,4.1915,Aigues Mortes,500,Rain,light rain,10d,2026-03-09 11:00:00,1,-3,-2.142857142857143,0.0
1773140400,1773122692,1773164549,1773102660,1773133080,0.72,Expect a day of partly cloudy with rain,1025,82,10.86,10.85,123,14.81,100,1.0,1.0,13.83,12.43,14.13,13.39,13.43,12.43,13.41,13.0,12.94,11.92,2.1,43.5662,4.1915,Aigues Mortes,500,Rain,light rain,10d,2026-03-10 11:00:00,1,-1,-2.142857142857143,0.0
1773226800,1773208986,1773251023,1773192660,1773222060,0.75,Expect a day of partly cloudy with rain,1027,79,10.72,7.0,126,11.57,77,0.41,1.0,14.43,11.71,14.43,12.32,12.72,11.71,13.99,11.88,12.35,11.18,0.6,43.5662,4.1915,Aigues Mortes,500,Rain,light rain,10d,2026-03-11 11:00:00,1,-1,-2.142857142857143,0.0
