dt,sunrise,sunset,moonrise,moonset,moon_phase,summary,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,clouds,pop,uvi,temp.day,temp.min,temp.max,temp.night,temp.eve,temp.morn,feels_like.day,feels_like.night,feels_like.eve,feels_like.morn,rain,lat,lon,city,weather.id,weather.main,weather.description,weather.icon,date,icon_score,daily_score,city_score,city_score_normalized
1772708400,1772690604,1772731079,1772740620,1772692440,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1021,54,3.24,1.49,18,1.92,0,0.0,2.16,13.33,2.04,15.25,9.56,12.97,2.29,12.13,9.56,11.81,2.29,,48.5846,7.7507,Strasbourg,800,Clear,clear sky,01d,2026-03-05 11:00:00,5,6,2.4285714285714284,1.0
1772794800,1772776883,1772817572,1772831280,1772779680,0.6,Expect a day of partly cloudy with clear spells,1022,61,5.06,3.72,11,6.79,91,0.0,1.75,12.29,6.91,14.79,8.53,11.98,7.12,11.17,7.65,10.93,7.12,,48.5846,7.7507,Strasbourg,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,2,2.4285714285714284,1.0
1772881200,1772863162,1772904064,1772922060,1772867040,0.63,There will be partly cloudy today,1024,59,5.01,2.66,9,4.74,70,0.0,1.77,12.8,6.07,15.31,9.49,12.86,6.33,11.68,9.49,11.9,6.33,,48.5846,7.7507,Strasbourg,803,Clouds,broken clouds,04d,2026-03-07 11:00:00,2,2,2.4285714285714284,1.0
1772967600,1772949440,1772990556,0,1772954580,0.66,Expect a day of partly cloudy with clear spells,1025,63,7.49,2.23,194,2.51,20,0.0,2.05,14.36,7.0,14.86,10.71,12.07,7.0,13.5,9.98,11.29,7.0,,48.5846,7.7507,Strasbourg,801,Clouds,few clouds,02d,2026-03-08 11:00:00,4,5,2.4285714285714284,1.0
1773054000,1773035717,1773077047,1773012720,1773042420,0.69,"You can expect partly cloudy in the morning, with rain in the afternoon",1024,66,8.53,2.01,196,2.6,99,0.24,2.14,14.85,7.84,15.71,11.73,12.82,7.84,14.11,11.05,12.06,7.03,0.15,48.5846,7.7507,Strasbourg,500,Rain,light rain,10d,2026-03-09 11:00:00,1,0,2.4285714285714284,1.0
1773140400,1773121994,1773163539,1773103260,1773130680,0.72,There will be partly cloudy today,1025,59,8.22,2.22,201,4.02,82,0.16,3.0,16.14,9.47,16.87,12.13,13.8,9.47,15.35,11.33,12.93,8.4,,48.5846,7.7507,Strasbourg,803,Clouds,broken clouds,04d,2026-03-10 11:00:00,2,2,2.4285714285714284,1.0
1773226800,1773208271,1773250030,1773193440,1773219540,0.75,Expect a day of partly cloudy with rain,1024,59,7.81,5.07,239,9.52,100,0.56,3.0,15.61,9.76,15.61,11.14,11.54,9.76,14.77,10.4,10.81,8.07,1.44,48.5846,7.7507,Strasbourg,500,Rain,light rain,10d,2026-03-11 11:00:00,1,0,2.4285714285714284,1.0
1772712000,1772692485,1772732867,1772742600,1772694240,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1015,69,7.86,5.19,128,9.69,20,0.0,1.62,13.56,9.11,14.47,11.09,13.19,9.14,12.77,10.53,12.6,6.45,,49.4939,0.108,Le Havre,801,Clouds,few clouds,02d,2026-03-05 12:00:00,4,5,1.8571428571428572,0.875
1772798400,1772778760,1772819363,1772833380,1772781420,0.6,Expect a day of partly cloudy with rain,1022,95,10.18,3.48,158,4.23,100,0.51,1.43,11.1,10.49,12.15,10.62,11.57,10.59,10.75,10.14,11.18,10.08,0.34,49.4939,0.108,Le Havre,500,Rain,light rain,10d,2026-03-06 12:00:00,1,0,1.8571428571428572,0.875
1772884800,1772865035,1772905858,1772924160,1772868720,0.63,There will be partly cloudy today,1024,78,9.53,4.78,52,6.73,100,0.0,1.66,13.43,10.1,14.26,11.51,12.6,10.1,12.87,10.86,12.08,9.59,,49.4939,0.108,Le Havre,804,Clouds,overcast clouds,04d,2026-03-07 12:00:00,2,2,1.8571428571428572,0.875
1772971200,1772951310,1772992354,0,1772956200,0.66,There will be partly cloudy today,1021,78,8.67,5.22,172,7.24,28,0.0,2.09,12.59,9.21,14.05,10.88,12.39,9.21,11.94,10.16,11.67,7.2,,49.4939,0.108,Le Havre,802,Clouds,scattered clouds,03d,2026-03-08 12:00:00,3,4,1.8571428571428572,0.875
1773057600,1773037584,1773078849,1773014880,1773043980,0.69,Expect a day of partly cloudy with rain,1021,70,6.89,4.69,171,6.8,38,0.31,2.43,12.31,9.28,13.29,10.42,11.44,9.3,11.42,9.66,10.73,6.84,0.61,49.4939,0.108,Le Havre,500,Rain,light rain,10d,2026-03-09 12:00:00,1,0,1.8571428571428572,0.875
1773144000,1773123857,1773165344,1773105480,1773132240,0.72,"You can expect partly cloudy in the morning, with clearing in the afternoon",1022,76,7.16,2.91,159,3.12,33,0.22,3.0,11.55,9.22,11.78,10.72,10.84,9.22,10.75,10.01,10.09,8.09,,49.4939,0.108,Le Havre,802,Clouds,scattered clouds,03d,2026-03-10 12:00:00,3,3,1.8571428571428572,0.875
1773230400,1773210130,1773251838,1773195720,1773221040,0.75,Expect a day of partly cloudy with rain,1022,85,7.22,7.73,284,12.93,100,0.73,3.0,9.75,8.61,9.93,8.61,8.81,9.3,6.42,5.62,5.28,6.19,1.02,49.4939,0.108,Le Havre,500,Rain,light rain,10d,2026-03-11 12:00:00,1,-1,1.8571428571428572,0.875
1772708400,1772691840,1772732093,1772741940,1772693460,0.57,Expect a day of partly cloudy with clear spells,1018,55,5.09,4.01,159,9.08,0,0.0,1.82,12.98,2.42,17.17,11.92,14.9,2.55,11.77,11.2,14.14,-0.25,,50.6366,3.0635,Lille,800,Clear,clear sky,01d,2026-03-05 11:00:00,5,6,1.8571428571428572,0.875
1772794800,1772778111,1772818593,1772832780,1772780580,0.6,There will be partly cloudy today,1022,66,8.52,2.8,161,6.84,99,0.0,1.38,14.82,9.81,17.12,11.67,15.77,9.85,14.08,11.09,15.1,8.87,,50.6366,3.0635,Lille,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,2,1.8571428571428572,0.875
1772881200,1772864382,1772905094,1772923680,1772867820,0.63,There will be partly cloudy today,1025,60,7.08,3.82,63,5.98,90,0.0,1.6,14.68,9.0,16.98,11.31,14.92,9.21,13.77,10.4,13.98,7.95,,50.6366,3.0635,Lille,804,Clouds,overcast clouds,04d,2026-03-07 11:00:00,2,2,1.8571428571428572,0.875
1772967600,1772950652,1772991594,0,1772955180,0.66,"You can expect partly cloudy in the morning, with clearing in the afternoon",1022,59,7.64,3.64,207,5.11,38,0.0,1.92,15.6,8.0,17.41,12.3,14.13,8.0,14.76,11.57,13.35,6.66,,50.6366,3.0635,Lille,802,Clouds,scattered clouds,03d,2026-03-08 11:00:00,3,3,1.8571428571428572,0.875
1773054000,1773036921,1773078093,1773014520,1773042900,0.69,Expect a day of partly cloudy with rain,1022,60,7.71,4.75,180,8.52,80,0.56,2.03,15.48,9.2,15.84,12.75,13.44,9.2,14.65,11.88,12.56,7.3,0.52,50.6366,3.0635,Lille,500,Rain,light rain,10d,2026-03-09 11:00:00,1,0,1.8571428571428572,0.875
1773140400,1773123190,1773164593,1773105180,1773131040,0.72,Expect a day of partly cloudy with rain,1022,59,7.23,4.4,200,6.32,82,0.2,3.0,15.09,8.68,16.53,11.9,13.61,8.68,14.2,11.08,12.7,7.45,0.15,50.6366,3.0635,Lille,500,Rain,light rain,10d,2026-03-10 11:00:00,1,0,1.8571428571428572,0.875
1773226800,1773209458,1773251092,1773195480,1773219840,0.75,Expect a day of partly cloudy with rain,1018,63,6.89,6.97,242,11.45,100,0.45,3.0,13.82,7.09,13.82,7.09,8.6,10.03,12.9,3.97,5.44,9.33,0.75,50.6366,3.0635,Lille,500,Rain,light rain,10d,2026-03-11 11:00:00,1,0,1.8571428571428572,0.875
1772712000,1772691913,1772732363,1772742000,1772693700,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1017,46,5.27,3.5,155,7.84,9,0.0,1.76,17.14,5.97,18.62,14.04,16.32,5.97,16.11,13.17,15.42,5.0,,48.8535,2.3484,Paris,800,Clear,clear sky,01d,2026-03-05 12:00:00,5,6,1.8571428571428572,0.875
1772798400,1772778191,1772818857,1772832720,1772780940,0.6,There will be partly cloudy today,1021,54,7.48,1.64,38,3.23,99,0.0,1.68,17.17,12.02,18.46,14.23,16.9,12.14,16.35,13.61,16.0,11.37,,48.8535,2.3484,Paris,804,Clouds,overcast clouds,04d,2026-03-06 12:00:00,2,2,1.8571428571428572,0.875
1772884800,1772864469,1772905350,1772923440,1772868300,0.63,There will be partly cloudy today,1023,40,3.46,3.61,66,7.05,90,0.0,1.96,17.38,11.89,18.52,14.27,16.25,11.93,16.22,13.32,15.18,11.22,,48.8535,2.3484,Paris,804,Clouds,overcast clouds,04d,2026-03-07 12:00:00,2,2,1.8571428571428572,0.875
1772971200,1772950746,1772991843,0,1772955840,0.66,Expect a day of partly cloudy with rain,1022,49,6.47,3.26,202,7.64,10,0.21,2.31,17.34,10.83,18.61,14.54,16.87,10.83,16.41,13.75,15.79,10.03,0.12,48.8535,2.3484,Paris,500,Rain,light rain,10d,2026-03-08 12:00:00,1,1,1.8571428571428572,0.875
1773057600,1773037022,1773078335,1773014160,1773043620,0.69,"There will be rain until morning, then partly cloudy",1022,55,6.23,3.47,179,7.93,40,0.33,2.2,15.48,10.98,16.05,14.32,15.88,10.98,14.52,13.48,14.67,10.3,0.35,48.8535,2.3484,Paris,500,Rain,light rain,10d,2026-03-09 12:00:00,1,0,1.8571428571428572,0.875
1773144000,1773123298,1773164828,1773104700,1773131940,0.72,There will be partly cloudy today,1023,48,5.55,3.63,205,7.26,83,0.0,3.0,16.61,10.38,17.18,13.83,15.23,10.38,15.58,12.99,14.3,9.48,,48.8535,2.3484,Paris,803,Clouds,broken clouds,04d,2026-03-10 12:00:00,2,2,1.8571428571428572,0.875
1773230400,1773209574,1773251320,1773194940,1773220740,0.75,Expect a day of partly cloudy with rain,1021,61,6.93,5.33,231,11.04,100,1.0,3.0,14.62,9.43,14.62,9.43,11.57,12.07,13.73,7.89,10.3,11.47,2.67,48.8535,2.3484,Paris,500,Rain,light rain,10d,2026-03-11 12:00:00,1,0,1.8571428571428572,0.875
1772712000,1772691982,1772732319,1772742120,1772693700,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1017,58,7.44,4.77,148,6.36,0,0.0,1.85,15.44,3.44,17.46,11.03,13.34,3.44,14.55,10.36,12.71,0.58,,49.8942,2.2957,Amiens,800,Clear,clear sky,01d,2026-03-05 12:00:00,5,6,1.7142857142857142,0.84375
1772798400,1772778256,1772818817,1772832900,1772780880,0.6,There will be partly cloudy today,1021,64,9.85,1.95,187,1.96,98,0.0,1.55,16.92,10.14,17.58,11.53,13.76,10.55,16.34,11.04,13.28,9.8,,49.8942,2.2957,Amiens,804,Clouds,overcast clouds,04d,2026-03-06 12:00:00,2,2,1.7142857142857142,0.84375
1772884800,1772864530,1772905314,1772923680,1772868120,0.63,There will be partly cloudy today,1024,57,7.32,4.08,62,6.11,98,0.0,1.74,16.03,9.61,16.96,10.94,12.66,9.61,15.18,10.1,11.84,8.43,,49.8942,2.2957,Amiens,804,Clouds,overcast clouds,04d,2026-03-07 12:00:00,2,2,1.7142857142857142,0.84375
1772971200,1772950803,1772991811,0,1772955600,0.66,Expect a day of partly cloudy with rain,1022,59,8.24,3.86,204,5.1,7,0.2,2.1,16.38,7.44,17.37,11.42,14.05,7.44,15.61,10.5,13.34,6.29,0.15,49.8942,2.2957,Amiens,500,Rain,light rain,10d,2026-03-08 12:00:00,1,1,1.7142857142857142,0.84375
1773057600,1773037075,1773078308,1773014460,1773043320,0.69,Expect a day of partly cloudy with rain,1021,66,8.25,5.13,186,9.63,73,0.82,2.13,14.83,8.96,14.83,11.55,12.88,10.29,14.09,10.61,11.95,9.72,0.57,49.8942,2.2957,Amiens,500,Rain,light rain,10d,2026-03-09 12:00:00,1,0,1.7142857142857142,0.84375
1773144000,1773123347,1773164804,1773105060,1773131520,0.72,There will be partly cloudy today,1022,62,8.05,4.43,200,7.41,87,0.0,3.0,15.58,8.32,16.19,10.72,12.43,8.32,14.81,10.07,11.66,6.84,,49.8942,2.2957,Amiens,804,Clouds,overcast clouds,04d,2026-03-10 12:00:00,2,2,1.7142857142857142,0.84375
1773230400,1773209618,1773251300,1773195360,1773220320,0.75,Expect a day of partly cloudy with rain,1019,61,6.61,8.02,245,11.08,99,1.0,3.0,14.24,5.6,14.24,5.6,7.59,8.93,13.31,2.47,4.45,6.48,0.75,49.8942,2.2957,Amiens,500,Rain,light rain,10d,2026-03-11 12:00:00,1,-1,1.7142857142857142,0.84375
1772708400,1772690672,1772731200,1772740680,1772692560,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1021,53,3.9,1.6,135,1.09,0,0.0,1.95,13.75,2.72,16.03,9.82,12.46,3.48,12.56,9.82,11.41,3.48,,48.0778,7.358,Colmar,800,Clear,clear sky,01d,2026-03-05 11:00:00,5,6,1.7142857142857142,0.84375
1772794800,1772776953,1772817691,1772831340,1772779860,0.6,There will be partly cloudy today,1022,64,6.1,2.74,30,3.77,100,0.0,1.78,13.45,7.29,15.32,9.14,11.8,7.84,12.52,8.41,10.89,7.84,,48.0778,7.358,Colmar,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,2,1.7142857142857142,0.84375
1772881200,1772863233,1772904181,1772922000,1772867220,0.63,There will be partly cloudy today,1024,63,5.77,1.78,65,2.01,100,0.0,2.04,13.31,6.79,14.77,9.43,11.6,7.03,12.34,8.95,10.62,7.03,,48.0778,7.358,Colmar,804,Clouds,overcast clouds,04d,2026-03-07 11:00:00,2,2,1.7142857142857142,0.84375
1772967600,1772949513,1772990671,0,1772954760,0.66,Expect a day of partly cloudy with rain,1025,66,7.58,1.8,356,1.33,75,0.65,2.12,14.64,7.56,16.32,10.42,11.5,7.56,13.88,9.82,10.93,7.56,0.99,48.0778,7.358,Colmar,500,Rain,light rain,10d,2026-03-08 11:00:00,1,0,1.7142857142857142,0.84375
1773054000,1773035793,1773077161,1773012660,1773042660,0.69,"You can expect partly cloudy in the morning, with rain in the afternoon",1024,65,8.44,2.04,348,1.99,83,0.64,2.35,15.58,8.12,15.75,10.71,11.8,8.12,14.89,10.08,11.2,8.12,0.99,48.0778,7.358,Colmar,500,Rain,light rain,10d,2026-03-09 11:00:00,1,0,1.7142857142857142,0.84375
1773140400,1773122071,1773163650,1773103200,1773130980,0.72,Expect a day of partly cloudy with rain,1025,59,7.6,1.35,105,1.1,51,0.6,3.0,16.24,8.76,16.24,11.74,12.74,9.68,15.46,11.03,11.98,9.68,0.57,48.0778,7.358,Colmar,500,Rain,light rain,10d,2026-03-10 11:00:00,1,0,1.7142857142857142,0.84375
1773226800,1773208350,1773250139,1773193380,1773219780,0.75,There will be partly cloudy today,1024,45,4.56,5.62,223,10.03,100,0.24,3.0,17.0,9.57,17.0,11.1,11.29,9.57,15.93,10.38,10.41,9.26,,48.0778,7.358,Colmar,804,Clouds,overcast clouds,04d,2026-03-11 11:00:00,2,2,1.7142857142857142,0.84375
1772712000,1772692245,1772732633,1772742360,1772694000,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1016,62,8.56,4.47,145,7.13,12,0.0,1.73,15.83,5.5,17.41,10.86,13.31,5.59,15.09,10.27,12.68,3.53,,49.4405,1.094,Rouen,801,Clouds,few clouds,02d,2026-03-05 12:00:00,4,5,1.7142857142857142,0.84375
1772798400,1772778521,1772819129,1772833080,1772781180,0.6,Expect a day of partly cloudy with rain,1021,81,10.24,3.13,18,4.65,100,0.28,1.24,13.9,10.22,17.28,10.84,13.1,10.81,13.46,10.41,12.76,10.3,0.3,49.4405,1.094,Rouen,500,Rain,light rain,10d,2026-03-06 12:00:00,1,0,1.7142857142857142,0.84375
1772884800,1772864797,1772905624,1772923920,1772868480,0.63,There will be partly cloudy today,1024,59,8.44,3.78,71,5.79,98,0.0,1.85,16.84,10.12,17.52,11.17,13.04,10.12,16.12,10.35,12.31,9.59,,49.4405,1.094,Rouen,804,Clouds,overcast clouds,04d,2026-03-07 12:00:00,2,2,1.7142857142857142,0.84375
1772971200,1772951071,1772992119,0,1772955960,0.66,Expect a day of partly cloudy with clear spells,1021,61,8.55,4.78,199,6.07,11,0.0,2.24,16.32,7.94,17.08,10.84,12.67,7.94,15.6,10.04,11.77,6.98,,49.4405,1.094,Rouen,801,Clouds,few clouds,02d,2026-03-08 12:00:00,4,5,1.7142857142857142,0.84375
1773057600,1773037345,1773078614,1773014640,1773043800,0.69,Expect a day of partly cloudy with rain,1021,59,6.48,3.14,179,4.41,24,0.2,2.43,14.89,7.96,15.9,10.51,11.59,7.96,13.98,9.71,10.79,6.4,0.24,49.4405,1.094,Rouen,500,Rain,light rain,10d,2026-03-09 12:00:00,1,1,1.7142857142857142,0.84375
1773144000,1773123619,1773165109,1773105180,1773132000,0.72,Expect a day of partly cloudy with rain,1022,62,8.29,4.04,205,5.44,61,0.94,3.0,15.88,8.16,16.71,10.3,12.64,8.16,15.14,9.71,12.0,7.36,1.17,49.4405,1.094,Rouen,500,Rain,light rain,10d,2026-03-10 12:00:00,1,0,1.7142857142857142,0.84375
1773230400,1773209892,1773251603,1773195480,1773220800,0.75,Expect a day of partly cloudy with rain,1021,87,7.61,7.36,282,11.79,100,0.2,3.0,10.13,5.39,11.61,5.39,7.4,8.67,9.47,2.85,4.75,6.85,0.6,49.4405,1.094,Rouen,500,Rain,light rain,10d,2026-03-11 12:00:00,1,-1,1.7142857142857142,0.84375
1772708400,1772690949,1772731563,1772740920,1772692920,0.57,"The day will start with clear sky through the late morning hours, transitioning to partly cloudy",1019,54,7.06,1.63,112,1.99,19,0.0,2.11,14.83,2.44,18.15,9.85,13.07,2.61,13.78,9.85,12.6,2.61,,47.238,6.0244,Besancon,801,Clouds,few clouds,02d,2026-03-05 11:00:00,4,5,1.5714285714285714,0.8125000000000001
1772794800,1772777233,1772818051,1772831520,1772780220,0.6,There will be partly cloudy today,1020,64,7.83,3.27,32,7.1,100,0.0,2.07,14.91,8.24,16.38,8.87,11.89,8.46,14.13,8.16,11.17,8.46,,47.238,6.0244,Besancon,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,2,1.5714285714285714,0.8125000000000001
1772881200,1772863516,1772904538,1772922180,1772867640,0.63,There will be partly cloudy today,1022,61,7.74,1.66,101,1.91,78,0.0,2.22,15.63,7.36,16.69,10.11,13.32,7.55,14.84,9.53,12.77,7.55,,47.238,6.0244,Besancon,803,Clouds,broken clouds,04d,2026-03-07 11:00:00,2,2,1.5714285714285714,0.8125000000000001
1772967600,1772949799,1772991025,0,1772955300,0.66,Expect a day of partly cloudy with clear spells,1025,68,7.52,2.38,238,4.41,97,0.0,1.99,13.64,8.26,15.58,8.96,10.62,8.26,12.84,8.96,9.96,8.26,,47.238,6.0244,Besancon,804,Clouds,overcast clouds,04d,2026-03-08 11:00:00,2,2,1.5714285714285714,0.8125000000000001
1773054000,1773036082,1773077512,1773012780,1773043200,0.69,"You can expect partly cloudy in the morning, with rain in the afternoon",1024,68,7.77,3.03,258,4.63,100,0.93,1.35,14.04,7.89,14.04,10.0,10.11,8.11,13.28,9.61,9.6,8.11,1.32,47.238,6.0244,Besancon,500,Rain,light rain,10d,2026-03-09 11:00:00,1,0,1.5714285714285714,0.8125000000000001
1773140400,1773122364,1773163998,1773103260,1773131580,0.72,Expect a day of partly cloudy with rain,1025,69,8.65,1.66,72,1.76,99,0.61,2.0,14.68,8.03,15.27,9.9,11.33,8.03,14.01,9.69,10.71,8.03,0.87,47.238,6.0244,Besancon,500,Rain,light rain,10d,2026-03-10 11:00:00,1,0,1.5714285714285714,0.8125000000000001
1773226800,1773208645,1773250484,1773193380,1773220440,0.75,Expect a day of partly cloudy with rain,1026,70,7.73,4.66,201,11.24,100,0.89,2.0,13.38,8.4,13.38,10.12,10.62,8.4,12.6,9.62,10.04,7.52,0.72,47.238,6.0244,Besancon,500,Rain,light rain,10d,2026-03-11 11:00:00,1,0,1.5714285714285714,0.8125000000000001
1772708400,1772691188,1772731795,1772741160,1772693160,0.57,"The day will start with clear sky through the late morning hours, transitioning to partly cloudy",1019,64,7.18,2.44,133,3.19,35,0.0,2.18,14.55,2.98,15.8,10.24,12.79,3.25,13.73,9.38,12.06,3.25,,47.3216,5.0415,Dijon,802,Clouds,scattered clouds,03d,2026-03-05 11:00:00,3,3,1.5714285714285714,0.8125000000000001
1772794800,1772777472,1772818283,1772831820,1772780460,0.6,There will be partly cloudy today,1021,68,8.4,3.85,39,5.81,100,0.0,1.75,14.49,8.82,16.69,9.93,13.55,9.25,13.77,8.5,13.08,9.25,,47.3216,5.0415,Dijon,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,2,1.5714285714285714,0.8125000000000001
1772881200,1772863755,1772904771,1772922480,1772867880,0.63,There will be partly cloudy today,1023,71,8.11,3.02,4,4.36,97,0.0,2.27,13.61,6.55,15.92,10.27,13.04,6.91,12.88,9.65,12.44,5.37,,47.3216,5.0415,Dijon,804,Clouds,overcast clouds,04d,2026-03-07 11:00:00,2,2,1.5714285714285714,0.8125000000000001
1772967600,1772950038,1772991258,0,1772955480,0.66,Expect a day of partly cloudy with clear spells,1024,62,8.11,3.66,180,5.6,87,0.0,2.08,15.54,8.25,15.54,9.55,10.95,9.58,14.77,9.55,10.24,9.23,,47.3216,5.0415,Dijon,804,Clouds,overcast clouds,04d,2026-03-08 11:00:00,2,2,1.5714285714285714,0.8125000000000001
1773054000,1773036320,1773077745,1773013020,1773043440,0.69,Expect a day of partly cloudy with rain,1024,72,7.88,6.88,185,10.93,100,0.2,2.13,13.19,7.67,13.19,7.67,9.35,9.16,12.44,6.14,7.59,7.83,0.12,47.3216,5.0415,Dijon,500,Rain,light rain,10d,2026-03-09 11:00:00,1,0,1.5714285714285714,0.8125000000000001
1773140400,1773122602,1773164231,1773103500,1773131760,0.72,There will be partly cloudy today,1025,66,7.75,3.94,172,6.7,100,0.0,3.0,14.42,7.03,15.14,9.47,11.21,8.47,13.64,8.46,10.63,7.54,,47.3216,5.0415,Dijon,804,Clouds,overcast clouds,04d,2026-03-10 11:00:00,2,2,1.5714285714285714,0.8125000000000001
1773226800,1773208883,1773250718,1773193680,1773220620,0.75,Expect a day of partly cloudy with rain,1026,91,8.04,3.87,200,11.67,100,1.0,3.0,9.74,7.36,10.65,9.95,10.54,7.36,7.95,9.22,10.0,5.23,4.5,47.3216,5.0415,Dijon,500,Rain,light rain,10d,2026-03-11 11:00:00,1,0,1.5714285714285714,0.8125000000000001
1772708400,1772690858,1772731604,1772740800,1772692920,0.57,"There will be clear sky until morning, then partly cloudy",1019,53,3.96,2.31,359,3.03,100,0.0,2.25,14.71,4.9,16.87,9.69,12.0,4.9,13.62,9.69,11.29,3.77,,45.8992,6.1289,Annecy,804,Clouds,overcast clouds,04d,2026-03-05 11:00:00,2,2,1.4285714285714286,0.78125
1772794800,1772777147,1772818087,1772831340,1772780340,0.6,There will be partly cloudy today,1020,61,4.78,1.69,348,1.8,100,0.0,1.93,13.54,7.87,14.37,9.51,11.54,8.33,12.54,9.51,10.76,8.33,,45.8992,6.1289,Annecy,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,2,1.4285714285714286,0.78125
1772881200,1772863435,1772904569,1772921880,1772867820,0.63,There will be partly cloudy today,1022,62,6.52,1.21,271,1.23,100,0.0,2.1,15.18,8.27,15.82,9.37,12.61,8.34,14.37,9.37,12.02,8.34,,45.8992,6.1289,Annecy,804,Clouds,overcast clouds,04d,2026-03-07 11:00:00,2,2,1.4285714285714286,0.78125
1772967600,1772949723,1772991051,0,1772955540,0.66,Expect a day of partly cloudy with rain,1024,62,6.75,1.13,313,0.92,91,0.2,2.25,15.35,8.98,15.89,9.34,10.64,8.98,14.56,9.34,9.93,8.98,0.13,45.8992,6.1289,Annecy,500,Rain,light rain,10d,2026-03-08 11:00:00,1,0,1.4285714285714286,0.78125
1773054000,1773036010,1773077533,1773012360,1773043560,0.69,"You can expect partly cloudy in the morning, with rain in the afternoon",1023,58,4.88,1.91,262,1.7,98,1.0,2.69,14.66,7.06,14.66,9.63,9.75,7.06,13.7,9.63,9.75,7.06,2.52,45.8992,6.1289,Annecy,500,Rain,light rain,10d,2026-03-09 11:00:00,1,0,1.4285714285714286,0.78125
1773140400,1773122296,1773164015,1773102780,1773131940,0.72,There will be partly cloudy today,1025,56,5.04,1.36,325,1.22,95,0.1,3.0,15.07,6.28,15.53,9.31,10.95,6.28,14.09,9.31,10.03,6.28,,45.8992,6.1289,Annecy,804,Clouds,overcast clouds,04d,2026-03-10 11:00:00,2,2,1.4285714285714286,0.78125
1773226800,1773208583,1773250496,1773192900,1773220860,0.75,There will be partly cloudy today,1026,57,5.43,1.81,233,2.52,99,0.0,3.0,15.15,7.41,15.15,8.68,10.15,7.41,14.21,8.68,9.31,7.41,,45.8992,6.1289,Annecy,804,Clouds,overcast clouds,04d,2026-03-11 11:00:00,2,2,1.4285714285714286,0.78125
1772708400,1772690684,1772731195,1772740680,1772692560,0.57,"You can expect clear sky in the morning, with partly cloudy in the afternoon",1021,54,3.3,1.75,114,1.69,0,0.0,1.95,11.16,0.13,13.28,7.11,9.52,0.56,9.74,7.11,9.52,0.56,,48.2494,7.3439,Chateau du Haut Koenigsbourg,800,Clear,clear sky,01d,2026-03-05 11:00:00,5,6,1.4285714285714286,0.78125
1772794800,1772776965,1772817686,1772831340,1772779800,0.6,There will be partly cloudy today,1022,63,5.35,2.36,41,3.46,100,0.0,1.78,11.2,4.89,12.98,6.43,9.14,5.45,10.02,6.43,8.44,5.45,,48.2494,7.3439,Chateau du Haut Koenigsbourg,804,Clouds,overcast clouds,04d,2026-03-06 11:00:00,2,2,1.4285714285714286,0.78125
1772881200,1772863244,1772904177,1772922060,1772867160,0.63,There will be partly cloudy today,1024,61,4.48,1.78,83,1.92,100,0.0,2.04,10.78,4.21,11.98,6.72,8.81,4.46,9.51,6.72,8.81,4.46,,48.2494,7.3439,Chateau du Haut Koenigsbourg,804,Clouds,overcast clouds,04d,2026-03-07 11:00:00,2,2,1.4285714285714286,0.78125
1772967600,1772949524,1772990667,0,1772954760,0.66,Expect a day of partly cloudy with rain,1025,68,6.49,1.13,255,1.06,70,0.76,2.12,11.22,4.89,13.44,7.73,9.0,4.89,10.17,7.73,9.0,4.89,1.54,48.2494,7.3439,Chateau du Haut Koenigsbourg,500,Rain,light rain,10d,2026-03-08 11:00:00,1,0,1.4285714285714286,0.78125
1773054000,1773035802,1773077158,1773012720,1773042600,0.69,"You can expect partly cloudy in the morning, with rain in the afternoon",1024,66,7.82,1.84,298,1.61,89,0.7,2.35,13.09,5.61,13.09,8.01,9.07,5.61,12.18,7.02,8.58,5.61,0.99,48.2494,7.3439,Chateau du Haut Koenigsbourg,500,Rain,light rain,10d,2026-03-09 11:00:00,1,0,1.4285714285714286,0.78125
1773140400,1773122081,1773163648,1773103260,1773130920,0.72,Expect a day of partly cloudy with rain,1025,61,7.08,1.54,112,1.37,68,0.94,3.0,13.6,6.25,13.6,9.07,9.94,7.23,12.61,9.07,9.94,7.23,0.99,48.2494,7.3439,Chateau du Haut Koenigsbourg,500,Rain,light rain,10d,2026-03-10 11:00:00,1,0,1.4285714285714286,0.78125
1773226800,1773208358,1773250138,1773193440,1773219720,0.75,Expect a day of partly cloudy with rain,1024,45,3.65,4.99,231,9.38,100,0.32,3.0,14.54,7.05,14.54,8.64,9.08,7.05,13.22,8.0,8.41,6.2,0.15,48.2494,7.3439,Chateau du Haut Koenigsbourg,500,Rain,light rain,10d,2026-03-11 11:00:00,1,0,1.4285714285714286,0.78125
